"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-04-25 ~ 2025-04-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"130","전북특별자치도 익산시 모현동1가","250-1","0250","0001","주공(2)","39.3000","202504","30","7,000","202","2","개인","개인","1991","고현로 69","-","직거래","-","25.05.12"
"131","부산광역시 북구 화명동","2288","2288","0000","코오롱하늘채2차","84.9350","202504","30","46,500","-","1","개인","개인","2002","화명신도시로 100","20250514","중개거래","부산 북구","-"
"132","부산광역시 북구 화명동","2306","2306","0000","대림쌍용강변타운","59.8900","202504","30","40,000","-","15","개인","개인","2004","화명신도시로 39","20250514","중개거래","부산 북구","-"
"133","경기도 용인시 수지구 죽전동","172-1","0172","0001","용인죽전동부센트레빌","59.9950","202504","30","50,000","-","8","개인","개인","1998","대지로 139","20250514","중개거래","경기 용인시 수지구","-"
"134","경상남도 거제시 옥포동","1278","1278","0000","덕산2차","49.7200","202504","30","6,500","제6호","1","개인","법인","1989","옥포로 298","-","직거래","-","25.05.08"
"135","울산광역시 울주군 온양읍 대안리","575","0575","0000","남창럭키","52.5600","202504","30","10,800","B","4","개인","법인","1991","온양로 86","-","중개거래","울산 울주군","25.05.08"
"136","경상남도 김해시 진영읍 진영리","1611-3","1611","0003","중흥에스-클래스진영1단지","59.9769","202504","30","14,000","-","10","개인","개인","2006","장등로 55","20250514","중개거래","경남 김해시","-"
"137","경기도 오산시 원동","815-1","0815","0001","운암주공5단지","49.9500","202504","30","19,000","510","18","개인","개인","1999","대원로 70","-","중개거래","경기 오산시","25.05.09"
"138","충청북도 청주시 청원구 율량동","744","0744","0000","부강","24.4000","202504","30","3,100","101","8","개인","개인","1993","공항로150번길 59","-","중개거래","충북 청주시 흥덕구","25.05.09"
"139","전라남도 영암군 삼호읍 용당리","2179-1","2179","0001","현대삼호2차아파트","59.7500","202504","30","5,800","제203","2","개인","개인","1996","신항로 63-7","-","중개거래","전남 영암군","25.05.08"
"140","경기도 양주시 고암동","122","0122","0000","동안마을(주공3단지)","83.4400","202504","30","22,800","308","17","개인","개인","2001","고암길 275","-","중개거래","경기 동두천시, 경기 양주시","25.05.09"
"141","충청남도 홍성군 홍성읍 옥암리","1105","1105","0000","홍성옥암하늘채","84.9951","202504","30","15,000","105","7","개인","개인","2006","문화로33번길 11","-","중개거래","충남 홍성군","25.05.08"
"142","인천광역시 계양구 작전동","912-4","0912","0004","도두리마을롯데","40.3200","202504","30","14,950","510","4","개인","개인","1997","도두리로 62","-","중개거래","인천 계양구","25.05.09"
"143","충청남도 아산시 좌부동","84-3","0084","0003","초원설화타운1","39.7800","202504","30","3,580","101","5","개인","개인","1994","고불로 667","-","중개거래","충남 아산시","25.05.07"
"144","대전광역시 동구 홍도동","14-1","0014","0001","홍도","42.0150","202504","30","10,000","101","12","개인","개인","1996","동서대로 1579","-","중개거래","대전 동구","25.05.09"
"145","경기도 의정부시 의정부동","166-4","0166","0004","의정부디베뉴스타","14.6200","202504","30","9,300","-","23","개인","개인","2020","평화로 467","-","중개거래","경기 의정부시","25.05.02"
"146","광주광역시 광산구 도산동","1136-1","1136","0001","호반1","59.9500","202504","30","10,400","102","4","개인","개인","1995","도산로9번길 35","-","중개거래","광주 광산구","25.05.08"
"147","경기도 파주시 금촌동","1022","1022","0000","후곡마을6단지주공","59.5600","202504","30","24,300","603","10","개인","개인","2004","새꽃로 10","-","중개거래","경기 파주시","25.05.09"
"148","경기도 화성시 효행구 비봉면 삼화리","1850","1850","0000","예미지센트럴에듀","84.9967","202504","30","41,000","-","9","개인","개인","2024","새비봉서로 20","20250512","중개거래","경기 화성시","-"
"149","경기도 수원시 권선구 탑동","880-1","0880","0001","탑하우스","62.4000","202504","30","21,000","-","4","개인","개인","2006","효탑로16번길 55-36","-","중개거래","경기 수원시 권선구","-"
"150","광주광역시 서구 금호동","741-1","0741","0001","금호시영1단지","49.8600","202504","30","12,850","-","3","개인","개인","1993","운천로 41","-","중개거래","광주 서구","-"
"151","울산광역시 중구 약사동","707-42","0707","0042","삼성래미안2차4단지","84.7750","202504","30","54,200","-","11","개인","개인","2004","약사로 15","20250512","중개거래","울산 중구","-"
"152","강원특별자치도 춘천시 사농동","158","0158","0000","현대","68.3660","202504","30","17,000","103","3","개인","개인","2002","영서로 2920","-","직거래","-","25.05.08"
"153","경기도 부천시 오정구 고강동","411-2","0411","0002","상우(411-2)","40.8800","202504","30","14,000","B","4","개인","개인","1989","수주로 47","-","직거래","-","25.05.09"
"154","경기도 수원시 장안구 정자동","395","0395","0000","동신1단지","56.7100","202504","30","21,000","-","5","개인","개인","1987","장안로 232","20250512","직거래","-","-"
"155","광주광역시 남구 방림동","556","0556","0000","모아","59.9100","202504","30","15,000","105","13","개인","법인","1989","봉선1로 87","-","직거래","-","25.05.08"
"156","경기도 안산시 상록구 사동","1423","1423","0000","e편한세상상록","59.8370","202504","30","36,000","-","31","개인","개인","2019","항가울로 28","20250512","중개거래","경기 안산시 상록구","-"
"157","경기도 이천시 부발읍 응암리","96","0096","0000","이화1차","49.5450","202504","30","8,300","102","3","개인","개인","1996","경충대로1804번길 47","-","중개거래","경기 이천시","25.05.08"
"158","충청남도 서산시 죽성동","74-1","0074","0001","삼성1차","84.9300","202504","30","6,700","108","15","개인","개인","1993","남부순환로 767","-","중개거래","충남 서산시","25.05.08"
"159","경상남도 사천시 사천읍 선인리","213","0213","0000","대경","49.2660","202504","30","6,200","103","6","개인","개인","2000","서당길 1-5","-","중개거래","경남 사천시","25.05.08"
"160","강원특별자치도 삼척시 교동","757","0757","0000","교동청솔2차","59.8500","202504","30","7,100","203","1","개인","개인","2003","정상로 81","-","중개거래","강원 동해시","25.05.08"
"161","경상남도 창녕군 남지읍 남지리","817-1","0817","0001","남지동아더프라임","84.9305","202504","30","19,300","107","4","개인","개인","2010","남고길 47","-","중개거래","경남 창녕군","25.05.08"
"162","울산광역시 남구 무거동","832-2","0832","0002","무거현대","59.9400","202504","30","15,000","103","12","개인","법인","1995","대학로121번길 59","-","직거래","-","25.05.08"
"163","인천광역시 서구 석남동","552-18","0552","0018","효성","47.1800","202504","30","10,800","-","2","개인","개인","1985","서달로 77","-","중개거래","인천 서구","25.05.08"
"164","경기도 시흥시 정왕동","1942-2","1942","0002","동보","84.9400","202504","30","28,571","301","9","개인","법인","1997","정왕대로28번길 28","-","직거래","-","25.05.02"
"165","경상북도 포항시 북구 장성동","1342","1342","0000","보성","134.9600","202504","30","18,000","101","8","개인","개인","1993","새천년대로1123번길 28","-","직거래","-","25.05.07"
"166","대전광역시 서구 관저동","1148","1148","0000","구봉마을주공8-1","59.4700","202504","30","16,250","802","14","개인","개인","1999","관저로 84","-","중개거래","대전 서구","25.05.08"
"167","전북특별자치도 전주시 완산구 삼천동1가","585-3","0585","0003","세경","55.2600","202504","30","9,900","2","3","개인","개인","1986","성지산로 30","-","중개거래","전북 전주시 완산구","25.05.08"
"168","경기도 의정부시 신곡동","169-20","0169","0020","성원","59.4400","202504","30","13,500","105","3","개인","개인","1993","시민로 333","-","중개거래","경기 의정부시","25.05.02"
"169","경기도 오산시 수청동","514","0514","0000","대우","60.9120","202504","30","20,500","제105","7","개인","개인","1993","청학로173번길 9","-","중개거래","경기 오산시","25.05.07"
"170","전라남도 광양시 중동","1665","1665","0000","성호2차(201~205동)","39.8600","202504","30","5,100","202","12","개인","개인","2003","광장로 70","-","중개거래","전남 광양시","25.05.09"
"171","전북특별자치도 전주시 덕진구 인후동1가","951-3","0951","0003","아중마을부영(3차)","59.4720","202504","30","12,250","304","3","개인","법인","1999","아중로 180","-","중개거래","전북 전주시 덕진구","25.05.08"
"172","경기도 포천시 소흘읍 송우리","735","0735","0000","포천송우서희스타힐스","68.9190","202504","30","26,000","102동","9","개인","개인","2021","송선로 60","-","직거래","-","25.04.30"
"173","강원특별자치도 원주시 우산동","333-9","0333","0009","동보렉스1","84.9500","202504","30","12,300","101","3","개인","개인","1988","진광길 24","-","중개거래","강원 원주시","25.05.08"
"174","경상남도 창원시 성산구 남양동","24","0024","0000","피오르빌","39.7000","202504","30","14,500","210","7","개인","법인","1995","대정로 84","-","직거래","-","25.05.01"
"175","경상남도 창원시 성산구 대방동","355","0355","0000","성원남산3차","59.3400","202504","30","19,000","307","6","개인","법인","1992","대암로 82","-","직거래","-","25.05.01"
"176","충청북도 청주시 흥덕구 운천동","676","0676","0000","형석","39.6900","202504","30","7,800","3","5","개인","법인","1987","사운로 283","-","직거래","-","25.05.08"
"177","충청북도 청주시 서원구 수곡동","1002","1002","0000","두진백로","59.4000","202504","30","14,500","102동","7","개인","법인","1995","수곡로 36","-","직거래","-","25.05.08"
"178","충청북도 청주시 흥덕구 운천동","676","0676","0000","형석","39.6900","202504","30","7,800","3","5","개인","법인","1987","사운로 283","-","직거래","-","25.05.08"
"179","경상남도 양산시 삼호동","860","0860","0000","해인그린빌","80.4587","202504","30","11,900","107","1","개인","개인","2001","삼호로 86","-","직거래","-","25.05.07"
"180","전라남도 광양시 광영동","757-1","0757","0001","상아","60.0000","202504","30","4,000","가","7","개인","개인","1992","금영로 182","-","중개거래","전남 광양시","25.05.07"
"181","경기도 평택시 안중읍 현화리","821-1","0821","0001","현대(3차)","84.9960","202504","30","22,000","101","5","개인","개인","2004","현화중앙길 103","-","직거래","-","25.05.07"
"182","강원특별자치도 횡성군 횡성읍 북천리","115-48","0115","0048","중앙","37.1400","202504","30","4,950","2","2","개인","개인","1988","북천로 7","-","직거래","-","25.05.02"
"183","전북특별자치도 전주시 덕진구 호성동1가","747","0747","0000","호성동신","84.6600","202504","30","15,000","3","12","개인","법인","1991","동부대로 787","-","중개거래","전북 전주시 덕진구","25.05.07"
"184","경상북도 구미시 진평동","1063","1063","0000","진평미래타운","49.2900","202504","30","5,900","105","9","개인","개인","1999","인동26길 65","-","중개거래","경북 구미시","25.05.07"
"185","충청북도 청주시 흥덕구 강내면 탑연리","301-1","0301","0001","주은반석","84.9896","202504","30","17,000","101","3","개인","법인","2000","태성탑연로 391-28","-","중개거래","충북 청주시 흥덕구","25.05.07"
"186","서울특별시 성북구 길음동","1281","1281","0000","길음뉴타운4단지(e편한세상)","59.9700","202504","30","77,800","424","11","개인","개인","2005","길음로 118","-","중개거래","서울 성북구","25.05.07"
"187","전북특별자치도 군산시 조촌동","907-2","0907","0002","동신개나리","47.6200","202504","30","6,500","102","10","개인","개인","1995","양안로 119","-","중개거래","전북 군산시","25.05.07"
"188","제주특별자치도 제주시 조천읍 조천리","1369-1","1369","0001","에스턴힐","84.7308","202504","30","26,900","-","5","개인","법인","2020","조천10길 42","-","중개거래","제주 제주시","25.05.07"
"189","경상북도 구미시 황상동","210","0210","0000","황상1주공","39.3000","202504","30","3,450","120","4","개인","개인","1991","검성로 69","-","중개거래","경북 구미시","25.05.02"
"190","충청북도 청주시 흥덕구 복대동","3381","3381","0000","두산위브지웰시티2차","80.0020","202504","30","58,500","205","25","개인","개인","2015","대농로 55","-","중개거래","충북 청주시 흥덕구","25.05.07"
"191","경상남도 양산시 소주동","147-1","0147","0001","천성리버타운","49.8000","202504","30","4,700","107","14","개인","개인","1998","소주회야로 75","-","직거래","-","25.05.02"
"192","충청남도 홍성군 홍성읍 남장리","515","0515","0000","주공아파트1차","46.1600","202504","30","8,050","104","7","개인","개인","2001","문화로72번길 92","-","중개거래","충남 홍성군","25.05.02"
"193","강원특별자치도 원주시 개운동","322","0322","0000","개운현대","84.9740","202504","30","13,000","103","16","개인","개인","1998","남원로606번길 2","-","중개거래","강원 원주시","25.05.07"
"194","경기도 부천시 원미구 상동","397","0397","0000","반달마을(동아)","59.9200","202504","30","35,200","1809","14","개인","법인","1993","상일로 71","-","중개거래","경기 부천시 원미구","25.05.08"
"195","경기도 시흥시 배곧동","279","0279","0000","시흥배곧신도시 이지더원2차 에듀그린","84.9453","202504","30","57,500","212동","14","개인","개인","2017","서울대학로 100","-","중개거래","경기 시흥시","25.05.07"
"196","세종특별자치시  조치원읍 신안리","35-3","0035","0003","유니빌","28.1680","202504","30","4,300","-","11","개인","개인","2002","신안새동네길 26-10","-","중개거래","세종","25.05.01"
"197","충청북도 청주시 흥덕구 오송읍 봉산리","612-6","0612","0006","삼부청솔","28.6500","202504","30","5,500","1동","8","개인","법인","1996","가로수로 11-6","-","중개거래","충북 청주시 흥덕구","25.05.07"
"198","충청북도 충주시 연수동","926","0926","0000","우림","84.7300","202504","30","13,600","나","7","개인","개인","1990","연원5길 62","-","중개거래","충북 충주시","25.05.07"
"199","경상남도 양산시 평산동","83-2","0083","0002","장원하이드파크","55.1067","202504","30","8,800","-","6","개인","법인","2015","평산6길 22","-","중개거래","경남 양산시","25.05.02"
"200","경기도 평택시 포승읍 만호리","646-1","0646","0001","SR친오애","55.2406","202504","30","13,600","103","9","개인","개인","2004","서동대로 784","-","중개거래","경기 평택시","25.05.07"
"201","충청북도 단양군 단양읍 별곡리","106-1","0106","0001","신성단양미소지움","84.9950","202504","30","23,900","104","11","개인","개인","2007","별곡3로 39-16","-","직거래","-","25.05.02"
"202","경상남도 사천시 사천읍 수석리","63-1","0063","0001","태성국화맨션","78.1500","202504","30","6,000","-","6","개인","개인","1992","구암두문로 41","-","직거래","-","25.05.02"
"203","충청남도 서산시 동문동","1259","1259","0000","서산동문동한라비발디","84.9700","202504","30","27,700","105","13","개인","개인","2006","고운로 276","-","중개거래","충남 서산시","25.05.02"
